indicador,poblacion,prev_media,prev_mediana,prev_p2_5,prev_p97_5,casos_media,casos_mediana,casos_p2_5,casos_p97_5
ERC G3a-G5,756468.0000000002,0.04131706830262309,0.038634807052034606,0.018097687541356915,0.0814934685174686,31255.040024748694,29225.995221038524,13690.321499035188,61647.20114247245
ERC G3b-G5,756468.0000000002,0.01995756246136378,0.01751044175324288,0.006209639958799618,0.047784961518843164,15097.25736002294,13246.08885219214,4697.393920353231,36147.79427023626
